player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position
125714,21/22,L1,Bundesliga,60,SC Freiburg,32,32,,0,0,0,0,0,0,0,0,2880.0,39,10,Goalkeeper
1259706,25/26,IT1,Serie A,1047,Como 1907,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
126634,25/26,IT1,Serie A,800,Atalanta BC,2,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
126634,24/25,IT1,Serie A,800,Atalanta BC,38,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
126634,23/24,IT1,Serie A,800,Atalanta BC,35,1,,0,0,1,0,0,0,0,0,4.0,0,1,Goalkeeper
126634,22/23,IT1,Serie A,800,Atalanta BC,37,1,,0,0,1,0,0,0,0,0,3.0,0,1,Goalkeeper
126634,21/22,IT1,Serie A,800,Atalanta BC,36,1,,0,0,1,0,0,0,0,0,36.0,1,0,Goalkeeper
1271,22/23,A1,Bundesliga,409,Red Bull Salzburg,2,1,,0,0,0,1,0,0,0,0,33.0,1,0,Goalkeeper
1271,21/22,A1,Bundesliga,409,Red Bull Salzburg,5,1,,0,0,0,0,0,0,0,0,90.0,0,1,Goalkeeper
127181,25/26,GB1,Premier League,931,Fulham FC,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
127181,24/25,FR1,Ligue 1,969,Montpellier HSC,34,30,,1,0,0,0,0,0,0,0,2700.0,68,1,Goalkeeper
127181,23/24,FR1,Ligue 1,969,Montpellier HSC,30,30,,1,0,0,0,1,0,0,0,2700.0,37,10,Goalkeeper
127181,22/23,FR1,Ligue 1,969,Montpellier HSC,19,19,,0,0,0,0,0,0,0,0,1710.0,22,8,Goalkeeper
127181,22/23,ES1,LaLiga,714,RCD Espanyol Barcelona,14,10,,1,0,0,0,1,0,0,0,900.0,14,1,Goalkeeper
127181,21/22,ES1,LaLiga,13,Atlético de Madrid,36,0,0.0,0,0,0,0,1,0,0,0,,0,0,Goalkeeper
127188,25/26,FR1,Ligue 1,417,OGC Nice,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
127188,24/25,FR1,Ligue 1,417,OGC Nice,34,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
127188,23/24,FR1,Ligue 1,417,OGC Nice,15,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
127188,22/23,FR1,Ligue 1,415,FC Toulouse,38,38,,0,0,0,0,2,0,0,0,3420.0,57,9,Goalkeeper
127202,25/26,GB1,Premier League,703,Nottingham Forest,3,3,,0,0,0,0,1,0,0,0,270.0,5,0,Goalkeeper
127202,24/25,GB1,Premier League,703,Nottingham Forest,38,38,,0,0,0,0,4,0,0,0,3420.0,46,13,Goalkeeper
127202,23/24,GB1,Premier League,703,Nottingham Forest,16,16,,0,0,0,0,1,0,0,0,1440.0,27,1,Goalkeeper
127202,23/24,FR1,Ligue 1,667,RC Strasbourg Alsace,19,19,,0,0,0,0,2,0,0,0,1710.0,24,3,Goalkeeper
127202,22/23,FR1,Ligue 1,667,RC Strasbourg Alsace,38,38,,0,0,0,0,2,0,0,0,3420.0,59,6,Goalkeeper
127202,21/22,FR1,Ligue 1,667,RC Strasbourg Alsace,37,37,,0,0,0,0,1,0,0,0,3330.0,43,13,Goalkeeper
127217,24/25,IT1,Serie A,276,Hellas Verona,30,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
127217,23/24,IT1,Serie A,276,Hellas Verona,20,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
127217,22/23,IT1,Serie A,276,Hellas Verona,34,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
