player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position,value
1032280,24/25,ES1,LaLiga,368,Sevilla FC,4,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,200000.0
103427,24/25,IT1,Serie A,12,AS Roma,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,2000000.0
103427,24/25,IT1,Serie A,12,AS Roma,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,1500000.0
103427,23/24,IT1,Serie A,12,AS Roma,15,8,0.0,0,0,4,3,0,0,0,0,,0,0,Defender,3500000.0
103427,23/24,IT1,Serie A,12,AS Roma,15,8,0.0,0,0,4,3,0,0,0,0,,0,0,Defender,2500000.0
103427,22/23,IT1,Serie A,12,AS Roma,34,32,3.0,1,0,1,1,7,0,0,0,936.0,0,0,Defender,8000000.0
103427,22/23,IT1,Serie A,12,AS Roma,34,32,3.0,1,0,1,1,7,0,0,0,936.0,0,0,Defender,8000000.0
103427,21/22,IT1,Serie A,12,AS Roma,30,27,3.0,0,1,4,2,0,0,0,0,696.0,0,0,Defender,8000000.0
103427,21/22,IT1,Serie A,12,AS Roma,30,27,3.0,0,1,4,2,0,0,0,0,696.0,0,0,Defender,8000000.0
1034853,24/25,ES1,LaLiga,150,Real Betis Balompié,13,2,0.0,0,0,1,0,1,0,0,0,,0,0,Defender,1000000.0
1034853,24/25,ES1,LaLiga,150,Real Betis Balompié,13,2,0.0,0,0,1,0,1,0,0,0,,0,0,Defender,4000000.0
1034853,23/24,ES1,LaLiga,150,Real Betis Balompié,4,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,1000000.0
1034853,23/24,ES1,LaLiga,150,Real Betis Balompié,4,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,50000.0
1036407,23/24,EGY1,Premier League,3595,Ismaily SC,9,9,0.0,1,0,0,1,3,0,1,0,,0,0,Defender,500000.0
1036407,23/24,EGY1,Premier League,3595,Ismaily SC,9,9,0.0,1,0,0,1,3,0,1,0,,0,0,Defender,500000.0
1036407,22/23,EGY1,Premier League,3595,Ismaily SC,9,1,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,25000.0
1036407,22/23,EGY1,Premier League,3595,Ismaily SC,9,1,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,25000.0
1036405,22/23,EGY1,Premier League,3369,El Mokawloon SC,28,25,0.0,0,0,2,4,7,0,0,0,,0,0,Defender,450000.0
1036405,22/23,EGY1,Premier League,3369,El Mokawloon SC,28,25,0.0,0,0,2,4,7,0,0,0,,0,0,Defender,100000.0
1036405,22/23,EGY1,Premier League,3369,El Mokawloon SC,28,25,0.0,0,0,2,4,7,0,0,0,,0,0,Defender,500000.0
1042600,24/25,FR1,Ligue 1,290,AJ Auxerre,5,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,100000.0
1042600,24/25,FR1,Ligue 1,290,AJ Auxerre,5,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,150000.0
1045121,24/25,GB1,Premier League,631,Chelsea FC,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,350000.0
104540,24/25,A1,Bundesliga,14,Austria Vienna,28,22,1.0,0,1,7,0,8,0,0,0,1448.0,0,0,Defender,350000.0
104540,24/25,A1,Bundesliga,14,Austria Vienna,28,22,1.0,0,1,7,0,8,0,0,0,1448.0,0,0,Defender,250000.0
104540,23/24,A1,Bundesliga,14,Austria Vienna,24,24,0.0,1,0,0,3,8,2,0,0,,0,0,Defender,350000.0
104540,23/24,A1,Bundesliga,14,Austria Vienna,24,24,0.0,1,0,0,3,8,2,0,0,,0,0,Defender,400000.0
104540,22/23,A1,Bundesliga,14,Austria Vienna,15,14,0.0,0,0,0,1,5,0,1,0,,0,0,Defender,600000.0
104540,22/23,A1,Bundesliga,14,Austria Vienna,15,14,0.0,0,0,0,1,5,0,1,0,,0,0,Defender,400000.0
104540,21/22,A1,Bundesliga,14,Austria Vienna,13,13,0.0,0,0,1,0,2,0,0,0,,0,0,Defender,600000.0
104540,21/22,A1,Bundesliga,14,Austria Vienna,13,13,0.0,0,0,1,0,2,0,0,0,,0,0,Defender,500000.0
104597,22/23,IT1,Serie A,1038,UC Sampdoria,19,19,0.0,1,0,0,7,4,0,0,0,,0,0,Defender,2000000.0
104597,22/23,IT1,Serie A,1038,UC Sampdoria,19,19,0.0,1,0,0,7,4,0,0,0,,0,0,Defender,1000000.0
104597,22/23,IT1,Serie A,410,Udinese Calcio,14,6,0.0,0,0,3,1,1,0,0,0,,0,0,Defender,2000000.0
104597,22/23,IT1,Serie A,410,Udinese Calcio,14,6,0.0,0,0,3,1,1,0,0,0,,0,0,Defender,1000000.0
104597,21/22,IT1,Serie A,410,Udinese Calcio,33,27,1.0,1,0,4,6,2,0,0,0,2034.0,0,0,Defender,5000000.0
104597,21/22,IT1,Serie A,410,Udinese Calcio,33,27,1.0,1,0,4,6,2,0,0,0,2034.0,0,0,Defender,3500000.0
1047097,24/25,FR1,Ligue 1,583,Paris Saint-Germain,22,4,0.0,0,0,2,2,0,0,0,0,,0,0,Defender,2500000.0
1047097,24/25,FR1,Ligue 1,583,Paris Saint-Germain,22,4,0.0,0,0,2,2,0,0,0,0,,0,0,Defender,2500000.0
1047097,23/24,FR1,Ligue 1,583,Paris Saint-Germain,6,5,1.0,0,0,1,0,1,0,0,0,372.0,0,0,Defender,500000.0
1047097,23/24,FR1,Ligue 1,583,Paris Saint-Germain,6,5,1.0,0,0,1,0,1,0,0,0,372.0,0,0,Defender,2500000.0
1047261,24/25,GB1,Premier League,873,Crystal Palace,27,2,0.0,0,0,2,0,0,0,0,0,,0,0,Defender,1000000.0
1047261,24/25,GB1,Premier League,873,Crystal Palace,27,2,0.0,0,0,2,0,0,0,0,0,,0,0,Defender,1000000.0
1047257,25/26,GB1,Premier League,873,Crystal Palace,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,100000.0
104752,23/24,IT1,Serie A,380,US Salernitana 1919,11,8,0.0,0,0,2,5,0,0,0,0,,0,0,Defender,1000000.0
104752,23/24,IT1,Serie A,380,US Salernitana 1919,11,8,0.0,0,0,2,5,0,0,0,0,,0,0,Defender,2500000.0
104752,23/24,IT1,Serie A,380,US Salernitana 1919,11,8,0.0,0,0,2,5,0,0,0,0,,0,0,Defender,1500000.0
104752,21/22,IT1,Serie A,6195,SSC Napoli,9,4,0.0,0,0,1,0,1,0,0,0,,0,0,Defender,4500000.0
104752,21/22,IT1,Serie A,6195,SSC Napoli,9,4,0.0,0,0,1,0,1,0,0,0,,0,0,Defender,15000000.0
104752,21/22,IT1,Serie A,6195,SSC Napoli,9,4,0.0,0,0,1,0,1,0,0,0,,0,0,Defender,5000000.0
